,query,verbs,nouns,verb_noun,cancel_noun_verb
25227,"I got an error message when I tried to make a payment, but I was charged anyway, I need help informing of it","got,tried,make,charged,need,informing","error,message,payment,help","got,tried,make,charged,need,informing,error,message,payment,help",FALSE
25228,"i get an error when i attempt to make a payment with card, what do i have to do?","get,attempt,make,have,do","error,payment,card","get,attempt,make,have,do,error,payment,card",FALSE
25229,"I want to notify an issue paying, what can I do?","want,notify,paying,do",issue,"want,notify,paying,do,issue",FALSE
25230,"I got an error message when I tried to pay, but my card was charged anyway, help me notify it","got,tried,pay,charged,help,notify","error,message,card","got,tried,pay,charged,help,notify,error,message,card",FALSE
25231,I need help informing of a problem paying,"need,informing,paying","help,problem","need,informing,paying,help,problem",FALSE
25232,could u ask an agent how i could report fucking problems paying?,"ask,report,paying","agent,fucking,problems","ask,report,paying,agent,fucking,problems",FALSE
25233,"i get an error when i try to make a payment for my online order, what can i do?","get,try,make,do","error,payment,order","get,try,make,do,error,payment,order",FALSE
25234,"I have an issue paying for my order, can you inform of it?","have,paying,inform","issue,order","have,paying,inform,issue,order",FALSE
25235,"I got an error when I tried to make a payment, but my card was charged anyway, I need help informing of it","got,tried,make,charged,need,informing","error,payment,card,help","got,tried,make,charged,need,informing,error,payment,card,help",FALSE
25236,"I have an issue paying weith card, I need help notifying it","have,paying,need,help,notifying","issue,weith,card","have,paying,need,help,notifying,issue,weith,card",FALSE
25237,how can I solve problems making a payment?,"solve,making","problems,payment","solve,making,problems,payment",FALSE
25238,how do i solve a payment issue?,solve,"payment,issue","solve,payment,issue",FALSE
25239,"I got an error message when I attempted to pay, but my card was charged anyway, can I inform of it?","got,attempted,pay,charged,inform","error,message,card","got,attempted,pay,charged,inform,error,message,card",FALSE
25240,i have a problem paying for my order and i want to inform of it,"have,paying,want,inform","problem,order","have,paying,want,inform,problem,order",FALSE
25241,"I got an error message when I attempted to pay, but I was charged anyway, help me notify it","got,attempted,pay,charged,help,notify","error,message","got,attempted,pay,charged,help,notify,error,message",FALSE
25242,how do I notify a payment issue?,notify,"payment,issue","notify,payment,issue",FALSE
25243,"I have a problem when trying to make a payment, how do I report it ?","have,trying,make,report","problem,payment","have,trying,make,report,problem,payment",FALSE
25244,I need help notifying an issue with my payment,"need,notifying","help,issue,payment","need,notifying,help,issue,payment",FALSE
25245,"i have an issue when trying to pay for my online order, report it","have,trying,pay,report","issue,order","have,trying,pay,report,issue,order",FALSE
25246,"i cant pay, can u help me?","pay,help",,"pay,help,",FALSE
25247,"I have an issue making an payment with card, what do I have to do to report it?","have,making,have,do,report","issue,payment,card","have,making,have,do,report,issue,payment,card",FALSE
25248,"please, could u ask an agent to solve a payment problem?","ask,solve","agent,payment,problem","ask,solve,agent,payment,problem",FALSE
25249,"i wanna notify a problem paying, can u help me?","notify,paying,help","problem,u","notify,paying,help,problem,u",FALSE
25250,"i got an error message when i attempted to pay, but i was charged anyway, what do i have to do to report it?","got,attempted,pay,charged,have,do,report","error,message","got,attempted,pay,charged,have,do,report,error,message",FALSE
25251,"an error pops when I try to make a payment for my order, what do I have to do?","pops,try,make,have,do","error,payment,order","pops,try,make,have,do,error,payment,order",FALSE
25252,"I have a problem making a payment with card, help me inform of it","have,making,help,inform","problem,payment,card","have,making,help,inform,problem,payment,card",FALSE
25253,i want to solve a problem paying,"want,solve,paying",problem,"want,solve,paying,problem",FALSE
25254,"I have an problem when trying to pay, what do I have to do?","have,trying,pay,have,do",problem,"have,trying,pay,have,do,problem",FALSE
25255,"I have an issue paying for my order, what can I do to inform of it?","have,paying,do,inform","issue,order","have,paying,do,inform,issue,order",FALSE
25256,I have a problem paying,"have,paying",problem,"have,paying,problem",FALSE
25257,I need help notifying issues making a payment,"need,help,notifying,making","issues,payment","need,help,notifying,making,issues,payment",FALSE
25258,"i get an error when i try to make a payment with card, what should i do?","get,try,make,do","error,payment,card","get,try,make,do,error,payment,card",FALSE
25259,"an error poos when I try to make a payment, what can I do?","try,make,do","error,poos,payment","try,make,do,error,poos,payment",FALSE
25260,"ask an agent were I can notify a fucking payment problem, please","ask,notify","agent,payment,problem","ask,notify,agent,payment,problem",FALSE
25261,"ask an agent how i can report payment problems, please","ask,report","agent,payment,problems","ask,report,agent,payment,problems",FALSE
25262,"I got an error when I tried to pay, but I was charged anyway, can I inform of it?","got,tried,pay,charged,inform",error,"got,tried,pay,charged,inform,error",FALSE
25263,I have an issue ayign for my order,have,"issue,order","have,issue,order",FALSE
25264,"i have an issue when trying to pay for my order, help me notify it","have,trying,pay,help,notify","issue,order","have,trying,pay,help,notify,issue,order",FALSE
25265,"I got an error when I tried to make a payment, but my card was charged anyway, can I inform of it?","got,tried,make,charged,inform","error,payment,card","got,tried,make,charged,inform,error,payment,card",FALSE
25266,could you ask an agent how to report problems with my payment?,"ask,report","agent,problems,payment","ask,report,agent,problems,payment",FALSE
25267,i have an issue making a payment and id like to report it,"have,making,like,report","issue,payment,i","have,making,like,report,issue,payment,i",FALSE
25268,I have a problem paying for my online order and I want to inform of it,"have,paying,want,inform","problem,order","have,paying,want,inform,problem,order",FALSE
25269,I want to notify a payment problem,"want,notify","payment,problem","want,notify,payment,problem",FALSE
25270,can u ask an agent where i can report issues with my payment?,"ask,report","agent,issues,payment","ask,report,agent,issues,payment",FALSE
25271,can I inform of issues making a payment?,"inform,making","issues,payment","inform,making,issues,payment",FALSE
25272,"I got an error when I tried to make a payment, but my card was charged anyway, I need help notifying it","got,tried,make,charged,need,help,notifying","error,payment,card","got,tried,make,charged,need,help,notifying,error,payment,card",FALSE
25273,"I have a problem when trying to make a payment with card, can you help me?","have,trying,make,help","problem,payment,card","have,trying,make,help,problem,payment,card",FALSE
25274,"ask an agent how to notify payment issues, please","ask,notify","agent,payment,issues","ask,notify,agent,payment,issues",FALSE
25275,"I have an issue paying, what do I have to do to inform of it?","have,paying,have,do,inform",issue,"have,paying,have,do,inform,issue",FALSE
25276,"I got an error message when I tried to make a payment , but my card was charged anyway and I want to inform of it","got,tried,make,charged,want,inform","error,message,payment,card","got,tried,make,charged,want,inform,error,message,payment,card",FALSE
25277,"ask an agent if I could report a fucking problem paiyng, please","ask,report","agent,problem,paiyng","ask,report,agent,problem,paiyng",FALSE
25278,"I got an error when I tried to make a payment, but my card was charged anyway, how can I notify it?","got,tried,make,charged,notify","error,payment,card","got,tried,make,charged,notify,error,payment,card",FALSE
25279,"I want to inform of a payment issue, what do I have to do?","want,inform,have,do","payment,issue","want,inform,have,do,payment,issue",FALSE
25280,"I want to report a payment issue, what should I do?","want,report,do","payment,issue","want,report,do,payment,issue",FALSE
25281,"I have a problem when trying to pay for my order, can you help me?","have,trying,pay,help","problem,order","have,trying,pay,help,problem,order",FALSE
25282,"I got an error message when I tried to make a payment, but I was charged anyway, can I inform of it?","got,tried,make,charged,inform","error,message,payment","got,tried,make,charged,inform,error,message,payment",FALSE
