query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
"can u ask an agent to make a change in my purchase, please?","ask,make","agent,change,purchase","ask,make,agent,change,purchase",purchase,modification,Positive
"I purchased a product, what should I do to change my order?","purchased,do,change","product,order","purchased,do,change,product,order",order,modification,Neutral
"I purchased an product, what can I do to change my order?","purchased,do,change","product,order","purchased,do,change,product,order",order,modification,Neutral
"I purchased a product, what do i have ot do to change my order?","purchased,do,change","product,order","purchased,do,change,product,order",order,modification,Neutral
"I ordered something, what do I have to do to change my order?","ordered,have,do,change",order,"ordered,have,do,change,order",order,modification,Neutral
"I bought an product, what can I do to change my order?","bought,do,change","product,order","bought,do,change,product,order",order,modification,Neutral
"I bought a product, what should I do to change my order?","bought,do,change","product,order","bought,do,change,product,order",order,modification,Neutral
I want to modify my order,"want,modify",order,"want,modify,order",order,modification,Positive
"I ordered something, how do i change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
"I ordered something, how do I change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
"i ordered something, how do i change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
"I ordered something,  can I change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
"I ordered something , how can I change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
"i ordered something, how do I change my order?","ordered,change",order,"ordered,change,order",order,modification,Neutral
how do I modify my purchase?,modify,purchase,"modify,purchase",purchase,modification,Neutral
can I modify my purchase?,modify,purchase,"modify,purchase",purchase,modification,Neutral
how can I modify my purchase?,modify,purchase,"modify,purchase",purchase,modification,Neutral
where can I modify my purchase?,modify,purchase,"modify,purchase",purchase,modification,Neutral
is it possible to modify my purchase ?,modify,purchase,"modify,purchase",purchase,modification,Neutral
where do I modify my purchase?,modify,purchase,"modify,purchase",purchase,modification,Neutral
how to modify my purchase,modify,purchase,"modify,purchase",purchase,modification,Neutral
modify my purchase,modify,purchase,"modify,purchase",purchase,modification,Neutral
where to modify my purchase,modify,purchase,"modify,purchase",purchase,modification,Neutral
"i bought something, help me modify my purchase","bought,help,modify",purchase,"bought,help,modify,purchase",order,enquiry,Positive
"I bought something, help me modify my purchase","bought,help,modify",purchase,"bought,help,modify,purchase",order,enquiry,Positive
I ordered something and i want to change my purchase,"ordered,want,change",purchase,"ordered,want,change,purchase",order,enquiry,Positive
I ordered something and I want to change my purchase,"ordered,want,change",purchase,"ordered,want,change,purchase",order,enquiry,Positive
I want to ask for information about modifying my order,"want,ask,modifying","information,order","want,ask,modifying,information,order",order,enquiry,Positive
"please, i want to ask for information about modifying my order","want,ask,modifying","information,order","want,ask,modifying,information,order",order,enquiry,Positive
"i purchased an item, i need help changing my purchase, please","purchased,need,changing","item,help,purchase","purchased,need,changing,item,help,purchase",order,enquiry,Positive
"I purchased an item, I need help changing my purchase","purchased,need,changing","item,help,purchase","purchased,need,changing,item,help,purchase",order,enquiry,Positive
"I bought something, how do I change my order?","bought,change",order,"bought,change,order",order,modification,Neutral
"I bought something, can I change my order?","bought,change",order,"bought,change,order",order,modification,Neutral
"i bought something, how can I change my order?","bought,change",order,"bought,change,order",order,modification,Neutral
I ordered something and Id like to change my order,"ordered,like,change",order,"ordered,like,change,order",order,enquiry,Positive
"i ordered something and I would like to change my order, please","ordered,like,change",order,"ordered,like,change,order",order,enquiry,Positive
where tochange my purchase,,"tochange,purchase",",tochange,purchase",purchase,modification,Neutral
"I ordered something, what do I have to do to change my purchase?","ordered,have,do,change",purchase,"ordered,have,do,change,purchase",purchase,modification,Neutral
I bought something and I wanna change my purchase,"bought,wanna,change",purchase,"bought,wanna,change,purchase",purchase,modification,Neutral
i ordered a product and i want to change my order,"ordered,want,change","product,order","ordered,want,change,product,order",order,modification,Positive
"I ordered a product and i want to change my fucking order, please","ordered,want,change","product,order","ordered,want,change,product,order",order,modification,Positive
I ordered a product and I want to change my order,"ordered,want,change","product,order","ordered,want,change,product,order",order,modification,Positive
"I bought a product, what can I do to modify my purchase?","bought,do,modify","product,purchase","bought,do,modify,product,purchase",order,enquiry,Neutral
"I bought a product, what should I do to modify my purchase?","bought,do,modify","product,purchase","bought,do,modify,product,purchase",order,enquiry,Neutral
"I purchased a product, how do I change my order?","purchased,change","product,order","purchased,change,product,order",order,modification,Neutral
