,verb_noun,counts,Subject,Intent
9924,"have,do,report,issues,payments",1,complaint,enquiry
9925,"hceck,cancellation,fees",1,cancellation_fee,enquiry
9926,"show,information,cancellation,penalties",1,cancellation_fee,enquiry
9927,"like,report,issues,payments",1,complaint,enquiry
9928,"need,cancellation,penalty",1,cancellation_fee,enquiry
9929,"solve,assistance,payment,issues",1,,
9930,"need,solving,assistance,issue,payment",1,,
9931,"wanna,view,cancellation,penalties",1,cancellation_fee,enquiry
9932,"report,assistance,payment,issue",1,,
9933,"give,information,cancelation,penaltes",1,,
9934,"ask,show,agent,cancellation,penalties",1,cancellation_fee,enquiry
9935,"want,see,have,do,cancellation,penalties",1,cancellation_fee,enquiry
9936,"want,reporting,assistance,issue,payment",1,,
9937,"reporting,issue,payment",1,,
9938,"need,solving,help,issues,payments",1,,
9939,"want,assistance,reporting,issues,payments",1,,
9940,"help,payments",1,,
9941,"try,report,payment,issues",1,,
9942,"have,like,send,question,email",1,,
9943,"reporting,payment,issue",1,,
9944,"need,solve,help,payment,issues",1,,
9945,"need,need,speaking,information,help,Support",1,,
9946,",reporting,issues,payments",1,,
9947,"want,solving,help,issues,payments",1,,
9948,"want,solve,assistance,issues,payment",1,,
9949,"need,do,report,payment,issues",1,,
9950,"know,have,do,report,issues,payment",1,complaint,enquiry
9951,"want,report,assistance,issue,payments",1,,
9952,"need,need,talking,information,help,Support",1,,
9953,"need,do,report,issues,payment",1,complaint,enquiry
9954,"show,contact,mail,address,Support",1,customer_support ,enquiry
9955,"need,solve,help,issue,payment",1,,
9956,"need,want,call,information,Support",1,,
9957,"want,solving,assistance,issue,payment",1,,
9958,"need,solve,assistance,issue,payments",1,,
9959,"need,report,issues,payment",1,complaint,enquiry
9960,"need,reporting,assistance,payment,issue",1,,
9961,"have,help,speak,question,customer,support",1,,
9962,"want,solving,assistance,issues,payment",1,,
9963,"want,solve,assistance,payment,issues",1,,
9964,"want,report,assistance,issues,payment",1,,
9965,"solve,assistance,issues,payment",1,,
9966,"want,want,send,information,email,Support",1,customer_support ,enquiry
9967,"have,do,report,issue,payment",1,,
9968,"tell,mail,customer,support",1,,
9969,"have,report,issue,payment",1,,
9970,"ask,contact,agent,customerservice",1,customer_support ,enquiry
9971,"try,report,issues,payment",1,complaint,enquiry
9972,"need,report,issue,payments",1,complaint,enquiry
9973,"have,speak,question,customer,service",1,,
9974,"want,report,issue,payments",1,complaint,enquiry
9975,"want,report,help,issues,payment",1,,
9976,"need,do,report,issues,payments",1,complaint,enquiry
9977,"need,solve,help,issue,payments",1,,
9978,"need,do,contact,information,client,service",1,,
9979,"reporting,assistance,payment,issues",1,,
9980,"want,do,call,information,client,service",1,,
9981,"know,do,report,issues,payment",1,complaint,enquiry
9982,"need,solving,assistance,issues,payment",1,,
9983,"reporting,issue,payments",1,,
9984,"tell,email,address,contact,client,service",1,,
9985,"want,solve,help,issues,payments",1,,
9986,"want,help,speak,information",1,,
9987,"want,solving,assistance,issue,payments",1,,
9988,"need,want,speak,information,customer,support",1,,
9989,"solve,issues,payments",1,,
9990,",report,issues,payment",1,complaint,enquiry
9991,"want,know,pohone",1,,
9992,"regarding,help,payments",1,,
9993,"have,question,payments",1,,
9994,"ell,mail",1,,
9995,"have,need,talking,question,help,Support",1,,
9996,",reporting,issues,payment",1,,
9997,"need,solve,help,payment,issue",1,,
9998,"tell,contact,oyu,email",1,,
9999,"want,solving,help,payment,issues",1,,
10000,"have,help,call,question,Support",1,,
10001,"need,solving,assistance,payment,issues",1,,
10002,"report,assistance,payment,issues",1,,
10003,"want,report,help,issues,payments",1,,
10004,"solve,assistance,payment,issue",1,,
10005,",information,cancellation,fee",1,cancellation_fee,enquiry
10006,"want,vew,do,ancellation,fee",1,,
10007,"want,check,have,do,cancellation,penalties",1,cancellation_fee,enquiry
10008,"find,information,cancellation,penalties",1,cancellation_fee,enquiry
10009,"need,information,cancellation,fees",1,cancellation_fee,enquiry
10010,"need,seeing,help,cancellation,penalties",1,cancellation_fee,enquiry
10011,"ask,find,agent,information,cancellation,penalty",1,cancellation_fee,enquiry
10012,"want,check,do,camcellation,fees",1,,
10013,"give,information,cancellation,penalties",1,cancellation_fee,enquiry
10014,"wanna,view,help,cancellation,penalties,u",1,cancellation_fee,enquiry
10015,",information,cancellation,penalty",1,cancellation_fee,enquiry
10016,"wanna,view,do,cancellation,penalty",1,cancellation_fee,enquiry
10017,"Ineed,viewing,help,canclelation,penalties",1,,
10018,"give,information,cancellation,fee",1,cancellation_fee,enquiry
10019,"tell,cancellation,fee",1,cancellation_fee,enquiry
10020,"help,view,cancellation,fees",1,cancellation_fee,enquiry
10021,"see,caqncellation,fees",1,,
10022,"want,see,cancellation,penalties",1,cancellation_fee,enquiry
10023,"want,solving,help,payment,issue",1,,
10024,"hsow,cancellation,efes",1,,
10025,"help,view,cancellation,fee",1,cancellation_fee,enquiry
10026,"need,information,cancellation,penalties",1,cancellation_fee,enquiry
10027,"ask,see,agent,fee",1,,
10028,"wanna,view,cancellation,fee",1,cancellation_fee,enquiry
10029,",report,issue,payments",1,complaint,enquiry
10030,"want,view,penalty",1,,
10031,"help,see,cancellation,fee",1,cancellation_fee,enquiry
10032,"want,view,cancellation,fees",1,cancellation_fee,enquiry
10033,"need,solving,help,issue,payments",1,,
10034,"want,view,help,cancellation,penalty,u",1,cancellation_fee,enquiry
10035,"want,see,have,do,cancellation,penalty",1,cancellation_fee,enquiry
10036,"give,information,tthe,cancellation,fees",1,cancellation_fee,enquiry
10037,"solve,assistance,issues,payments",1,,
10038,"wanna,see,do,cancellation,penalty",1,cancellation_fee,enquiry
10039,"need,information,cancellation,fee",1,cancellation_fee,enquiry
10040,"like,information,mail",1,,
10041,"help,payment",1,,
10042,"have,report,payment,issues",1,,
10043,"got,report,issue,payments",1,complaint,enquiry
10044,"tell,email,contact,customer,support",1,,
10045,",payment,help",1,,
10046,"know,do,report,issue,payments",1,complaint,enquiry
10047,"tell,client,service",1,,
10048,"want,help,reporting,issues,payments",1,,
10049,"want,check,cancellation,penalties",1,cancellation_fee,enquiry
10050,"want,know,is,phone,number,contact,customer,service",1,customer_support ,enquiry
10051,"need,assistance,reporting,issues,payments",1,,
10052,"wanna,see,contact,email",1,,
10053,"want,help,talk,information,Support",1,,
10054,"regarding,help,payment",1,,
10055,"solving,assistance,issue,payments",1,,
10056,"need,information,email,address,Support",1,,
10057,"want,contact,Support",1,,
10058,"need,wanna,information,contact,customer,support",1,,
10059,"want,see,do,acncellation,penalty",1,,
10060,"want,view,do,fees",1,,
10061,"wanna,see,do,cancellation,fees",1,cancellation_fee,enquiry
10062,"want,check,help,cancellation,penalty,u",1,cancellation_fee,enquiry
10063,"want,check,cancellation,penalty",1,cancellation_fee,enquiry
10064,"want,information,cancellation,penalties",1,cancellation_fee,enquiry
10065,"help,checking,cancellation,penalties",1,cancellation_fee,enquiry
10066,"like,check,do,cancellation,fee",1,cancellation_fee,enquiry
10067,"want,view,have,do,cancellation,penalty",1,cancellation_fee,enquiry
10068,"ask,checvk,agent,cancellation,penalty",1,cancellation_fee,enquiry
10069,"neeed,seeing,help,cancellation,fees",1,cancellation_fee,enquiry
10070,"give,information,cancellation,penalty",1,cancellation_fee,enquiry
10071,"want,information,cancellation,fees",1,cancellation_fee,enquiry
10072,"want,check,have,do,cancellation,fees",1,cancellation_fee,enquiry
10073,"give,information,password,retrieval",1,account,restoration
10074,"reest,account,user,key",1,,
10075,"modify,information,proflie",1,,
10076,"submit,assistance,feedback,services",1,,
10077,"want,know,create,accounts,user,email,address",1,account,set_up
10078,"need,do,leave,review",1,feedback,enquiry
10079,"hace,want,register,account",1,,
10080,"know,submit,feedback,company",1,feedback,enquiry
10081,"know,need,do,submit,feedback",1,feedback,enquiry
10082,"want,submitting,help,feedback,service",1,,
10083,"like,submit,feedback,company",1,feedback,enquiry
10084,"know,have,do,leave,review",1,feedback,enquiry
10085,"need,submitting,help,feedback,company",1,,
10086,"want,leaving,help,review,company",1,feedback,enquiry
10087,"have,do,account,van",1,,
10088,"call,submit,feedback,services",1,feedback,enquiry
10089,"want,leave,assistance,review,services",1,feedback,enquiry
10090,"need,help,open,user,account",1,,
10091,"tell,create,accounts,fucking,user,email,address",1,account,set_up
10092,"want,submitting,help,feedback,services",1,,
10093,",reporting,issues,registration",1,,
10094,"have,submit,e,-,mail,review,company",1,feedback,enquiry
10095,"submit,section,feedback,service",1,,
10096,"need,do,leave,review,service",1,feedback,enquiry
10097,"need,want,create,profile",1,,
10098,"leaving,review",1,feedback,enquiry
10099,"have,leave,review,company",1,feedback,enquiry
10100,"like,do,fucking,profile",1,,
10101,"submit,assistance,feedback,company",1,,
10102,"review,",1,feedback,enquiry
10103,"need,do,leave,review,company",1,feedback,enquiry
10104,"submit,section,review,services",1,feedback,enquiry
10105,"wanna,open,have,do,user,account",1,,
10106,"submit,e,-,mail,review",1,feedback,enquiry
10107,"need,do,leave,review,services",1,feedback,enquiry
10108,"want,need,opening,user,account,help",1,account,set_up
10109,"want,submitting,help,feedback,company",1,,
10110,"own,profiles",1,,
10111,"wannaopen,do,account",1,,
10112,"need,do,report,registration,issues",1,,
10113,"help,inform,sign,problems",1,,
10114,"have,registration,issues",1,,
10115,"want,help,user,account",1,,
10116,"help,informing,signup,problems",1,,
10117,"have,question,registration",1,,
10118,"need,regarding,assistance,registration",1,,
10119,",issue,signup",1,,
10120,"want,create,help,accountg",1,,
10121,"want,do,user,account",1,,
10122,"want,report,assistance,registration,issue",1,,
10123,"report,registration,problems",1,,
10124,"tell,register,oyuy,account,email,address",1,,
10125,"need,notifying,assistance,signup,issue",1,,
10126,"want,open,o,account",1,,
10127,",report,issues,registration",1,,
10128,",signup,errors",1,,
10129,"uhelp,inform,registration,error",1,,
10130,"ell,register,user,accounts,email",1,account,set_up
10131,"want,assistance,account,sign,up",1,,
10132,"got,submit,feedback,services",1,feedback,enquiry
10133,"want,leave,help,review",1,feedback,enquiry
10134,"have,help,user,account,u",1,,
10135,"needx,do,open,account",1,,
10136,"want,open,",1,,
10137,"trying,submit,feedback,services",1,feedback,enquiry
10138,"submit,e,-,mail,review,services",1,feedback,enquiry
10139,"need,submit,feedback",1,feedback,enquiry
10140,"wanna,create,account",1,account,set_up
10141,"want,submit,help,feedback,service",1,,
10142,"have,leave,review",1,feedback,enquiry
10143,"try,leave,review,service",1,feedback,enquiry
10144,"have,do,leave,review,company",1,feedback,enquiry
10145,"like,leave,review,service",1,feedback,enquiry
10146,"like,open,account",1,,
10147,"need,want,creaet,accoung",1,,
10148,"want,leaving,assistance,review,service",1,feedback,enquiry
10149,"got,help,create,fucking,profile",1,,
10150,"review,services",1,feedback,enquiry
10151,"calling,submit,feedback,service",1,feedback,enquiry
10152,"submit,section,feedback",1,,
10153,"need,leave,help,review",1,feedback,enquiry
10154,"submit,e,-,mail,feedback",1,,
10155,"have,submit,feedback",1,feedback,enquiry
10156,"have,creage,account",1,,
10157,"want,opem,do,account",1,,
10158,"need,leave,help,review,company",1,feedback,enquiry
10159,"want,leave,help,review,services",1,feedback,enquiry
10160,"like,leave,review,company",1,feedback,enquiry
10161,"submit,e,-,mail,review,service",1,feedback,enquiry
10162,"submit,e,-,mail,review,company",1,feedback,enquiry
10163,"want,submitting,assistance,feedback,company",1,,
10164,"own,profile",1,,
10165,"got,submit,feedback",1,feedback,enquiry
10166,"need,create,user,account,canI,t",1,,
10167,"have,leave,review,service",1,feedback,enquiry
10168,"want,leaving,assistance,review,company",1,feedback,enquiry
10169,"want,leave,help,review,company",1,feedback,enquiry
10170,"know,do,leave,review,services",1,feedback,enquiry
10171,"need,submitting,assistance,feedback",1,,
10172,"submit,section,review,service",1,feedback,enquiry
10173,"need,leave,review",1,feedback,enquiry
10174,"wanna,know,register,account,email,address",1,account,set_up
10175,"calling,submit,feedback,company",1,feedback,enquiry
10176,"need,leave,assistance,review,company",1,feedback,enquiry
10177,"want,like,open,user,account",1,,
10178,"need,want,open,account",1,,
10179,"want,leave,assistance,review,company",1,feedback,enquiry
10180,"have,submit,section,review,company",1,feedback,enquiry
10181,"want,submit,assistance,feedback,service",1,,
10182,"call,leave,review",1,feedback,enquiry
10183,"tell,rehister,profiles,email",1,,
10184,"want,leaving,assistance,review",1,feedback,enquiry
10185,"have,do,leave,review",1,feedback,enquiry
10186,"like,open,have,do,user,account",1,,
10187,"like,leave,review",1,feedback,enquiry
10188,"need,submitting,help,feedback,service",1,,
10189,"haev,create,profile",1,,
10190,"need,submit,help,feedback",1,,
10191,"want,submit,help,feedback,company",1,,
10192,"ask,create,agent,fucking,profile",1,,
10193,"have,submit,feedback,company",1,feedback,enquiry
10194,"want,know,create,eith,accounts,email,address",1,account,set_up
10195,"submitting,assistance,feedback,service",1,,
10196,"wanna,create,knwo,account,email,address",1,,
10197,"want,submitting,help,feedback",1,,
10198,"want,submit,feedback,company",1,feedback,enquiry
10199,"call,leave,review,company",1,feedback,enquiry
10200,"need,submitting,assistance,feedback,services",1,,
10201,"need,leave,review,services",1,feedback,enquiry
10202,"tell,regitser,account,email,address",1,,
10203,"have,do,register,user,account,cvan",1,,
10204,"got,leave,review,company",1,feedback,enquiry
10205,"try,leave,review,company",1,feedback,enquiry
10206,"try,leave,review,services",1,feedback,enquiry
10207,"have,do,leave,review,service",1,feedback,enquiry
10208,"trying,leave,review,service",1,feedback,enquiry
10209,"call,leave,review,services",1,feedback,enquiry
10210,"want,leave,review,service",1,feedback,enquiry
10211,"need,help,create,user,account",1,,
